,Abundance,Substructure,SMILES,SMARTS
696,1871,N'-Hydrazinecarboximidamide,CN=C(N)NN,[#1]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
697,1869,"N,N,2,2-Hydrazinecarboxamide",CN(C)NC(=O)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
698,1869,2-Hydrazinecarbodithioic_acid,CNNC(=S)S,[#1]-[#16v2]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4]
699,1868,"1,1,2-Guanidine_(3-ethylidene)",CC=NC(=NC)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
700,1860,Thioacyl_azide,CC(=S)N=[N+]=[N-],[#6v4]-[#6v4](=[#16v2])-[#7v3]=[#7v4+]=[#7v2-]
701,1842,Thioformate_S-ester,CSC=O,[#1]-[#6v4](=[#8v2])-[#16v2]-[#6v4]
702,1838,O-Monothiohemiketal,COC(C)(C)S,[#6v4]-[#6v4](-[#8v2]-[#6v4])(-[#16v2]-[#1])-[#6v4]
703,1828,N-Hydroxylamine-O-carboxamide_(N'-ethylidene),CC=NOC(=O)NC,[#6v4]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#8v2]-[#7v3]=[#6v4](-[#1])-[#6v4]
704,1821,"N,N,N',N'-Phosphorodiamidite_ester",COP(N(C)C)N(C)C,[#6v4]-[#8v2]-[#15v3](-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
705,1801,Geminal_dithiol_(primary),CC(S)S,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#16v2]-[#1])-[#1]
706,1801,"N,N''-Formimidohydrazide",CN=CN(C)N,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
707,1783,"N,N,N'-Phosphorodiamidate_ester",CNP(=O)(OC)N(C)C,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
708,1758,α-Sulfanyl_ketone,CC(=O)C(C)S,[#6v4]-[#6v4](-[#16v2]-[#1])(-[#1])-[#6v4](=[#8v2])-[#6v4]
709,1749,"N',O-(N-Amino)hydroxylamine",CNNOC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#8v2]-[#6v4]
710,1748,"N,N',S-(N-Amino)thiohydroxylamine",CNN(C)SC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#16v2]-[#6v4]
711,1745,N-Sulfonimidamide,CNS(C)(=N)=O,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#1])-[#7v3](-[#1])-[#6v4]
712,1734,"N,N,1-Hydrazinecarboxamide_(2-ethylidene)",CC=NN(C)C(=O)N(C)C,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
713,1728,"N,1-Hydrazinecarboximidothioate_ester",CN=C(SC)N(C)N,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
714,1726,"O,1,2-(1-Hydroxy)guanidine",CN=C(N)N(C)OC,[#6v4]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
715,1726,"N,N,N'-(O-Amino)hydroxylamine",CNON(C)C,[#6v4]-[#7v3](-[#6v4])-[#8v2]-[#7v3](-[#6v4])-[#1]
716,1722,"1,1-Dioxy_alcohol_(primary)",COC(O)OC,[#1]-[#6v4](-[#8v2]-[#1])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
717,1711,Carbohydroximidothioate_S-ester,CSC(C)=NO,[#6v4]-[#6v4](=[#7v3]-[#8v2]-[#1])-[#16v2]-[#6v4]
718,1698,Carboximidamide_(N-ethylidene),CC=NC(C)=N,[#6v4]-[#6v4](-[#1])=[#7v3]-[#6v4](-[#6v4])=[#7v3]-[#1]
719,1687,N-Carboximidohydrazide_(N'-propan-2-ylidene),CC(=N)N(C)N=C(C)C,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
720,1685,Formimidate_ester,COC=N,[#1]-[#6v4](=[#7v3]-[#1])-[#8v2]-[#6v4]
721,1682,"1,2-Hydrazinecarboxamide",CNN(C)C(N)=O,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
722,1669,N-(N-Formimidoyl)carboximidamide,CC(=N)N(C)C=N,[#1]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#1])-[#6v4]
723,1665,N'-(N-Hydroxy)formimidamide,CN=CNO,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#8v2]-[#1]
724,1663,"N,N,N',N'-Formohydrazonamide",CN(C)C=NN(C)C,[#1]-[#6v4](=[#7v3]-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
725,1662,2-Hydrazinecarboxylic_acid,CNNC(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4]
726,1658,"N,N'-(S-Amino)thiohydroxylamine",CNSNC,[#6v4]-[#7v3](-[#1])-[#16v2]-[#7v3](-[#1])-[#6v4]
727,1657,N-Sulfonohydrazide,CN(N)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
728,1656,"N,N'-Iminocarboximidamide",CN=NC(C)=NC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#7v3]-[#6v4]
729,1649,"N,O-Hydroxydiazene",CN=NOC,[#6v4]-[#7v3]=[#7v3]-[#8v2]-[#6v4]
730,1649,"N,N,N'-Sulfurous_diamide",CNS(=O)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#16v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
731,1645,"1,2-Hydrazinecarbothioamide",CNN(C)C(N)=S,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
732,1639,Carboxylic_formic_anhydride,CC(=O)OC=O,[#6v4]-[#6v4](=[#8v2])-[#8v2]-[#6v4](=[#8v2])-[#1]
733,1635,N-Phosphonamidic_acid,CNP(C)(=O)O,[#6v4]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#7v3](-[#1])-[#6v4]
734,1623,1-Hydrazinecarboxylate_ester_(2-ethylidene),CC=NN(C)C(=O)OC,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
735,1621,"N,N',N'-(N-Amino)hydroxylamine",CN(C)N(C)O,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#8v2]-[#1]
736,1619,"N',N'-Carbohydrazonamide_(N'-propan-2-ylidene)",CC(C)=NN=C(C)N,[#6v4]-[#6v4](=[#7v3]-[#7v3]=[#6v4](-[#6v4])-[#6v4])-[#7v3](-[#1])-[#1]
737,1606,"N,N,O-Hydroperoxylamine",COON(C)C,[#6v4]-[#7v3](-[#6v4])-[#8v2]-[#8v2]-[#6v4]
738,1605,Dioxophosphine,CP(=O)=O,[#6v4]-[#15v5](=[#8v2])=[#8v2]
739,1604,α-1-Imino_ketone,CC(=O)C=N,[#1]-[#6v4](=[#7v3]-[#1])-[#6v4](=[#8v2])-[#6v4]
740,1603,"N,N'-Formohydrazide",CNN(C)C=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4]
741,1602,Oxoborane,CB=O,[#6v4]-[#5v3]=[#8v2]
742,1601,N-Sulfonohydrazide_(N-ethylidene),CC=NN(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
743,1593,Ketenimine_(dimethyl),CC(C)=C=N,[#6v4]-[#6v4](=[#6v4]=[#7v3]-[#1])-[#6v4]
744,1579,P-Phosphonous_acid_ester,COP(C)O,[#6v4]-[#15v3](-[#8v2]-[#1])-[#8v2]-[#6v4]
745,1573,N-Ketenimine_(dimethyl),CN=C=C(C)C,[#6v4]-[#6v4](=[#6v4]=[#7v3]-[#6v4])-[#6v4]
746,1569,Carboximidamide_(N-propan-2-ylidene),CC(=N)N=C(C)C,[#6v4]-[#6v4](-[#6v4])=[#7v3]-[#6v4](-[#6v4])=[#7v3]-[#1]
747,1569,"N,N',S-(N-Sulfanyl)urea",CNC(=O)N(C)SC,[#6v4]-[#16v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
748,1565,"N,N',2-Hydrazinecarboximidamide",CN=C(NC)NNC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
749,1563,(N-Sulfanyl)carboxamide,CC(=O)NS,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#16v2]-[#1]
750,1557,"N,O-(N-Hydroxy)carbamic_acid",CON(C)C(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#8v2]-[#6v4]
751,1541,"N,N,N'-Hydrazinecarboximidamide_(2-ethylidene)",CC=NNC(=NC)N(C)C,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
752,1537,Sulfonylcarbaldehyde,CC(=O)S(C)(=O)=O,[#6v4]-[#6v4](=[#8v2])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
753,1528,"N,N'-Carboximidohydrazide",CNN(C)C(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#1]
754,1519,"N,1-Hydrazinecarbothioamide_(2-ethylidene)",CC=NN(C)C(=S)NC,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
755,1517,N-Carboximidohydrazide,CC(=N)N(C)N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
756,1514,Sulfane(IV)_(propan-2-ylidene),CC(C)=S(C)C,[#6v4]-[#16v4](-[#6v4])=[#6v4](-[#6v4])-[#6v4]
757,1513,"N,O-Hydroperoxylamine",CNOOC,[#6v4]-[#7v3](-[#1])-[#8v2]-[#8v2]-[#6v4]
758,1502,"1,2-Triazane",CNN(C)N,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
759,1501,Sulfonohydrazide,CS(=O)(=O)NN,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#7v3](-[#1])-[#1]
760,1495,N-Sulfonylketimine,CN=C(C)S(C)(=O)=O,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
761,1494,"1,2-Guanidine_(3-methylidene)",C=NC(=NC)NC,[#6v4]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#1]
762,1493,N-Ketenimine_(methyl),CC=C=NC,[#6v4]-[#6v4](=[#6v4]=[#7v3]-[#6v4])-[#1]
763,1487,"N,N-Hydrazinecarboxamide",CN(C)C(=O)NN,[#1]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
764,1487,"N,N-Isocyanamide",C(C)N[N+]#[C-],[#6v4]-[#7v3](-[#6v4])-[#7v4+]#[#6v3-]
765,1485,"N,N'-(N-Amino)hydroxylamine",CNN(C)O,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#8v2]-[#1]
766,1478,Thioketone_S-oxide,CC(C)=S=O,[#6v4]-[#6v4](-[#6v4])=[#16v4]=[#8v2]
767,1477,α-Imino_carboxylic_acid,CC(=N)C(=O)O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#6v4](=[#8v2])-[#8v2]-[#1]
768,1467,"N,N,N',N',P-Phosphonous_diamide",CN(C)P(C)N(C)C,[#6v4]-[#15v3](-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
769,1465,2-(1-Hydroxy)guanidine,CN=C(N)NO,[#1]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
770,1455,"N,N'-Hydrazinecarboximidamide_(2-propan-2-ylidene)",CN=C(NC)NN=C(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
771,1454,"N,P,P-Phosphinous_amide",CNP(C)C,[#6v4]-[#7v3](-[#1])-[#15v3](-[#6v4])-[#6v4]
772,1442,1-Hydrazinecarbothioamide_(2-propan-2-ylidene),CC(C)=NN(C)C(N)=S,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
773,1440,"N',S-(N-Amino)thiohydroxylamine",CNNSC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#16v2]-[#6v4]
774,1433,Sulfimide,CS(C)=N,[#6v4]-[#16v4](-[#6v4])(=[#7v3]-[#1])
775,1423,"N,N-Sulfuramidite_ester",COS(=O)N(C)C,[#6v4]-[#8v2]-[#16v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
776,1418,"N,N-Phosphoramidic_acid_ester",COP(=O)(O)N(C)C,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#7v3](-[#6v4])-[#6v4]
777,1415,N-(N-Sulfonyl)carbamic_acid,CN(C(=O)O)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#1]
778,1408,"N,N-Phosphoramidic_acid",CN(C)P(=O)(O)O,[#1]-[#8v2]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#7v3](-[#6v4])-[#6v4]
779,1399,Bromo_(B),BBr,[#5]-[#35v1]
780,1398,"N',N''-(N-Formimidoyl)carboximidamide",CN=CNC(C)=NC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#6v4]
781,1394,Phosphonothioic_O-acid_O-ester,COP(C)(O)=S,[#6v4]-[#15v5](=[#16v2])(-[#8v2]-[#1])-[#8v2]-[#6v4]
782,1394,"N,N-Thioformamide",CN(C)C=S,[#1]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#6v4]
783,1392,"N,N,P-Phosphonamidite_ester",COP(C)N(C)C,[#6v4]-[#15v3](-[#8v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
784,1391,"N,S,S'-Dithiohydroxylamine",CSN(C)SC,[#6v4]-[#16v2]-[#7v3](-[#6v4])-[#16v2]-[#6v4]
785,1380,Orthocarbodithioate_ester,COC(C)(SC)SC,[#6v4]-[#6v4](-[#16v2]-[#6v4])(-[#16v2]-[#6v4])-[#8v2]-[#6v4]
786,1377,P-Phosphine_(propan-2-ylidene),CP=C(C)C,[#6v4]-[#6v4](=[#15v3]-[#6v4])-[#6v4]
787,1374,Carbamothioate_S-ester,CSC(N)=O,[#1]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#16v2]-[#6v4]
788,1372,N-Carbonimidic_acid_ester,CN=C(O)OC,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#6v4])-[#8v2]-[#1]
789,1368,"N,N-Oxoacetamide",CN(C)C(=O)C=O,[#1]-[#6v4](=[#8v2])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
790,1365,N-Diimine_(methane),CN=C=N,[#6v4]-[#7v3]=[#6v4]=[#7v3]-[#1]
791,1352,"N,N'-(N-Carboximidoyl)carboximidamide",CN=C(C)N(C)C(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#6v4]
792,1344,"2,2-Hydrazinecarboxamide",CN(C)NC(N)=O,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
793,1338,Hydrazinecarboxylate_ester,COC(=O)NN,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3](-[#1])-[#1]
794,1333,Carbothiohydrazide_(N'-propan-2-ylidene),CC(=S)NN=C(C)C,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
795,1327,"N,S-Sulfanyldiazene",CN=NSC,[#6v4]-[#7v3]=[#7v3]-[#16v2]-[#6v4]
796,1324,Carbamimidate_ester,COC(=N)N,[#6v4]-[#8v2]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#1])-[#1]
797,1323,Sulfinothioate_S-ester,CSS(C)=O,[#6v4]-[#16v4](=[#8v2])-[#16v2]-[#6v4]
798,1312,"1,1,2-Triazane",CN(C)N(C)N,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
799,1311,"N,N'-(O-Amino)hydroxylamine",CNONC,[#6v4]-[#7v3](-[#1])-[#8v2]-[#7v3](-[#1])-[#6v4]
800,1304,α-S-Sulfanyl_amine_(secondary),CSC(C)(C)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#16v2]-[#6v4])-[#6v4]
801,1297,Sulfinothione,CS(C)=S,[#6v4]-[#16v4](=[#16v2])-[#6v4]
802,1288,2-Triazane,CN(N)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
803,1268,Dithiohemiacetal,CSC(C)S,[#6v4]-[#6v4](-[#16v2]-[#6v4])(-[#16v2]-[#1])-[#1]
804,1260,"N,N'-Sulfonylcarboximidamide",CN=C(NC)S(C)(=O)=O,[#6v4]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
805,1260,"N',N'-Carbothiohydrazide",CC(=S)NN(C)C,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4]
806,1259,"N-Phosphoramidothioate_O,S-ester",CNP(=O)(OC)SC,[#6v4]-[#16v2]-[#15v5](=[#8v2])(-[#8v2]-[#6v4])-[#7v3](-[#1])-[#6v4]
807,1258,"N,O-(N-Amino)hydroxylamine",CON(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#8v2]-[#6v4]
808,1257,"α-N,N-Amino_thiol_(secondary)",CN(C)C(C)(C)S,[#6v4]-[#6v4](-[#7v3](-[#6v4])-[#6v4])(-[#16v2]-[#1])-[#6v4]
809,1252,N-Hydroperoxylamine,CNOO,[#6v4]-[#7v3](-[#1])-[#8v2]-[#8v2]-[#1]
810,1246,α-Thioxo_ketone,CC(=O)C(C)=S,[#6v4]-[#6v4](=[#16v2])-[#6v4](=[#8v2])-[#6v4]
811,1238,N-(N-Hydroxy)sulfonamide,CS(=O)(=O)NO,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#8v2]-[#1]
812,1236,"N,N-Thiourea_(N'-propan-2-ylidene)",CC(C)=NC(=S)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
813,1223,1-Triazane,CNNN,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#7v3](-[#1])-[#1]
814,1220,"N,O-Carboxamidoxime",CNC(C)=NOC,[#6v4]-[#6v4](=[#7v3]-[#8v2]-[#6v4])-[#7v3](-[#1])-[#6v4]
815,1216,Iodo_(B),BI,[#5]-[#53v1]
816,1200,OSO-Thiotrioxide,COSOC,[#6v4]-[#8v2]-[#16v2]-[#8v2]-[#6v4]
817,1195,"N,N'-Hydroxylamine-O-carboxamide",CNOC(=O)NC,[#6v4]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#1])-[#6v4]
818,1178,"N,N,O-S-Thiohydroperoxylamine",COSN(C)C,[#6v4]-[#7v3](-[#6v4])-[#16v2]-[#8v2]-[#6v4]
819,1172,"O,1,2,3-(1-Hydroxy)guanidine",CN=C(NC)N(C)OC,[#6v4]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
820,1170,"N,2-Diazenecarboxamide",CN=NC(=O)NC,[#6v4]-[#7v3]=[#7v3]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
821,1166,"N,N,P-Phosphinous_amide",CPN(C)C,[#6v4]-[#7v3](-[#6v4])-[#15v3](-[#1])-[#6v4]
822,1155,Carbamothioate_O-ester,COC(N)=S,[#1]-[#7v3](-[#1])-[#6v4](=[#16v2])-[#8v2]-[#6v4]
823,1150,"1,2,2-Hydrazinecarboxamide",CN(C)N(C)C(N)=O,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
824,1148,"2,2-Hydrazinecarboxylic_acid",CN(C)NC(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4]
825,1146,"Boric_acid_O,O-ester",COB(O)OC,[#6v4]-[#8v2]-[#5v3](-[#8v2]-[#1])-[#8v2]-[#6v4]
826,1145,Amino_sulfonate,CS(=O)(=O)ON,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#8v2]-[#7v3](-[#1])-[#1]
827,1137,N-(N-Sulfinyl)carboxamide,CC(=O)N(C)S(C)=O,[#6v4]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#16v4](=[#8v2])-[#6v4]
828,1134,N-Iminoacetate_ester,CN=CC(=O)OC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#6v4]
829,1132,S-Azido_carbothioate,CC(=O)SN=[N+]=[N-],[#6v4]-[#6v4](=[#8v2])-[#16v2]-[#7v3]=[#7v4+]=[#7v2-]
830,1129,α-N-Amino_thiol_(secondary),CNC(C)(C)S,[#6v4]-[#6v4](-[#7v3](-[#1])-[#6v4])(-[#16v2]-[#1])-[#6v4]
831,1117,Sulfonothioic_O-acid,CS(=O)(O)=S,[#6v4]-[#16v6](=[#8v2])(=[#16v2])-[#8v2]-[#1]
832,1117,N-Formaliminium_cation,C=[NH+]C,[#1]-[#6v4](=[#7v4+](-[#1])-[#6v4])-[#1]
833,1116,Sulfonic_anhydride,CS(=O)(=O)OS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#8v2]-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
834,1110,α-Sulfanyl_alcohol_(secondary),CC(C)(O)S,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#16v2]-[#1])-[#6v4]
835,1107,"N,N,N'-Hydroxylamine-O-carboxamide",CNOC(=O)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#1])-[#6v4]
836,1103,"N,N-(N-Hydroxy)sulfonamide",CN(O)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#8v2]-[#1]
837,1099,Oxoacetate_ester,COC(=O)C=O,[#1]-[#6v4](=[#8v2])-[#6v4](=[#8v2])-[#8v2]-[#6v4]
838,1097,Phosphinous_acid_(secondary),CPO,[#6v4]-[#15v3](-[#8v2]-[#1])-[#1]
839,1096,Phosphonous_acid_ester,COPO,[#1]-[#15v3](-[#8v2]-[#1])-[#8v2]-[#6v4]
840,1088,"N',N'-Formohydrazide",CN(C)NC=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4]
841,1087,"N,N,N'-Formohydrazonamide",CNN=CN(C)C,[#1]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
842,1082,α-Amino_N-ketimine,CN=C(C)C(C)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#1])-[#6v4](=[#7v3]-[#6v4])-[#6v4]
843,1076,"N,P-Phosphinous_amide",CNPC,[#6v4]-[#7v3](-[#1])-[#15v3](-[#1])-[#6v4]
844,1075,"N,N-Carbohydrazonamide",CC(=NN)N(C)C,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#1])-[#7v3](-[#6v4])-[#6v4]
845,1073,O-Dihydroxylamine,CONO,[#6v4]-[#8v2]-[#7v3](-[#1])-[#8v2]-[#1]
846,1070,"N,O-(N-Hydroxy)urea",CON(C)C(N)=O,[#6v4]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
847,1070,"N,N,N',N'-(O-Amino)hydroxylamine",CN(C)ON(C)C,[#6v4]-[#7v3](-[#6v4])-[#8v2]-[#7v3](-[#6v4])-[#6v4]
848,1069,"N,N',N',N''-Formimidohydrazide",CN=CN(C)N(C)C,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#6v4]
849,1068,"N,N-Formohydrazonamide",CN(C)C=NN,[#1]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#1])-[#7v3](-[#6v4])-[#6v4]
850,1062,S-Thioketonium_cation,C[S+]=C(C)C,[#6v4]-[#6v4](=[#16v3+]-[#6v4])-[#6v4]
851,1058,"N,O-(N-Hydroxy)carbothioamide",CON(C)C(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#8v2]-[#6v4]
852,1055,O-Hydroperoxylamine,COON,[#1]-[#7v3](-[#1])-[#8v2]-[#8v2]-[#6v4]
853,1040,P-Phosphine_(ethylidene),CC=PC,[#6v4]-[#6v4](=[#15v3]-[#6v4])-[#1]
854,1040,"Carbonothioic_O,S-acid_S-ester",CSC(=O)O,[#6v4]-[#16v2]-[#6v4](=[#8v2])-[#8v2]-[#1]
855,1040,O-(N-Hydroxy)formamide,CONC=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#8v2]-[#6v4]
856,1037,"1,1-Triazane",CN(C)NN,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#7v3](-[#1])-[#1]
857,1030,N'-Hydrazinecarboximidamide_(2-ethylidene),CC=NNC(N)=NC,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
858,1025,"N,S-Dithiohydroperoxylamine",CNSSC,[#6v4]-[#7v3](-[#1])-[#16v2]-[#16v2]-[#6v4]
